146.76 -236.72 wingbuff_collect
141.03 -137.91 wingbuff_collect
137.23 -92.79 wingbuff_collect
139.3 -58.65 wingbuff_collect
214.32 -40.35 wingbuff_collect
417.41 -29.56 wingbuff_collect
134.51 -29.36 wingbuff_collect
415.16 -28.84 wingbuff_collect
419.66 -26.53 wingbuff_collect
410.44 -20.26 wingbuff_collect
124.29 -15.6 wingbuff_collect
372.51 -13.29 wingbuff_collect
405.0 -12.11 wingbuff_collect
405.02 -11.2 wingbuff_collect
412.73 -11.11 wingbuff_collect
405.86 -10.87 wingbuff_collect
406.48 -10.85 wingbuff_collect
403.73 -10.51 wingbuff_collect
406.88 -10.4 wingbuff_collect
407.72 -10.31 wingbuff_collect
407.48 -10.3 wingbuff_collect
406.25 -10.26 wingbuff_collect
405.48 -10.13 wingbuff_collect
406.98 -10.1 wingbuff_collect
410.59 -10.1 wingbuff_collect
406.41 -10.07 wingbuff_collect
404.34 -9.92 wingbuff_collect
404.36 -9.76 wingbuff_collect
404.53 -9.74 wingbuff_collect
406.9 -9.7 wingbuff_collect
413.99 -9.68 wingbuff_collect
409.48 -9.65 wingbuff_collect
405.93 -9.61 wingbuff_collect
407.52 -9.59 wingbuff_collect
405.65 -9.55 wingbuff_collect
406.05 -9.48 wingbuff_collect
403.84 -9.43 wingbuff_collect
404.1 -9.41 wingbuff_collect
404.55 -9.29 wingbuff_collect
407.49 -9.27 wingbuff_collect
409.68 -9.19 wingbuff_collect
404.17 -9.18 wingbuff_collect
406.62 -9.18 wingbuff_collect
410.34 -9.16 wingbuff_collect
404.9 -9.09 wingbuff_collect
408.43 -9.07 wingbuff_collect
408.5 -9.07 wingbuff_collect
403.48 -9.06 wingbuff_collect
404.83 -9.03 wingbuff_collect
407.34 -8.96 wingbuff_collect
405.78 -8.8 wingbuff_collect
403.38 -8.74 wingbuff_collect
407.33 -8.69 wingbuff_collect
403.88 -8.64 wingbuff_collect
407.28 -8.61 wingbuff_collect
412.81 -8.61 wingbuff_collect
405.93 -8.6 wingbuff_collect
409.73 -8.59 wingbuff_collect
404.32 -8.57 wingbuff_collect
407.24 -8.56 wingbuff_collect
411.98 -8.56 wingbuff_collect
406.59 -8.55 wingbuff_collect
407.95 -8.54 wingbuff_collect
412.31 -8.51 wingbuff_collect
404.04 -8.5 wingbuff_collect
414.56 -8.49 wingbuff_collect
407.1 -8.47 wingbuff_collect
408.81 -8.47 wingbuff_collect
406.36 -8.4 wingbuff_collect
408.44 -8.38 wingbuff_collect
405.03 -8.31 wingbuff_collect
406.53 -8.31 wingbuff_collect
404.93 -8.3 wingbuff_collect
410.06 -8.29 wingbuff_collect
406.69 -8.12 wingbuff_collect
407.99 -8.12 wingbuff_collect
409.26 -8.08 wingbuff_collect
413.89 -8.07 wingbuff_collect
405.18 -8.06 wingbuff_collect
409.94 -7.98 wingbuff_collect
404.5 -7.96 wingbuff_collect
413.75 -7.95 wingbuff_collect
415.96 -7.94 wingbuff_collect
406.74 -7.93 wingbuff_collect
407.02 -7.93 wingbuff_collect
409.16 -7.92 wingbuff_collect
411.29 -7.9 wingbuff_collect
405.96 -7.87 wingbuff_collect
405.39 -7.86 wingbuff_collect
411.76 -7.86 wingbuff_collect
414.47 -7.86 wingbuff_collect
409.94 -7.82 wingbuff_collect
407.43 -7.77 wingbuff_collect
412.57 -7.74 wingbuff_collect
411.12 -7.73 wingbuff_collect
409.01 -7.67 wingbuff_collect
408.24 -7.66 wingbuff_collect
413.79 -7.66 wingbuff_collect
409.57 -7.65 wingbuff_collect
414.37 -7.6 wingbuff_collect
408.34 -7.59 wingbuff_collect
415.58 -7.58 wingbuff_collect
414.23 -7.57 wingbuff_collect
407.85 -7.53 wingbuff_collect
414.83 -7.52 wingbuff_collect
408.83 -7.48 wingbuff_collect
407.12 -7.45 wingbuff_collect
414.42 -7.41 wingbuff_collect
411.87 -7.4 wingbuff_collect
413.82 -7.4 wingbuff_collect
414.62 -7.39 wingbuff_collect
413.2 -7.37 wingbuff_collect
414.05 -7.36 wingbuff_collect
407.98 -7.33 wingbuff_collect
414.38 -7.33 wingbuff_collect
403.09 -7.3 wingbuff_collect
415.45 -7.3 wingbuff_collect
405.78 -7.28 wingbuff_collect
410.28 -7.28 wingbuff_collect
409.99 -7.27 wingbuff_collect
414.42 -7.27 wingbuff_collect
413.13 -7.25 wingbuff_collect
415.69 -7.25 wingbuff_collect
410.94 -7.22 wingbuff_collect
406.22 -7.16 wingbuff_collect
405.73 -7.15 wingbuff_collect
414.73 -7.14 wingbuff_collect
413.88 -7.13 wingbuff_collect
414.25 -7.13 wingbuff_collect
408.61 -7.12 wingbuff_collect
413.01 -7.06 wingbuff_collect
414.48 -7.02 wingbuff_collect
414.58 -7.02 wingbuff_collect
408.52 -7.01 wingbuff_collect
411.24 -7.0 wingbuff_collect
415.16 -6.99 wingbuff_collect
410.61 -6.95 wingbuff_collect
413.55 -6.92 wingbuff_collect
414.65 -6.86 wingbuff_collect
409.77 -6.82 wingbuff_collect
414.72 -6.82 wingbuff_collect
412.27 -6.81 wingbuff_collect
415.06 -6.81 wingbuff_collect
415.76 -6.81 wingbuff_collect
414.1 -6.8 wingbuff_collect
410.38 -6.79 wingbuff_collect
413.75 -6.76 wingbuff_collect
409.7 -6.75 wingbuff_collect
414.14 -6.74 wingbuff_collect
414.76 -6.74 wingbuff_collect
414.04 -6.73 wingbuff_collect
414.3 -6.72 wingbuff_collect
413.71 -6.71 wingbuff_collect
414.8 -6.71 wingbuff_collect
415.54 -6.69 wingbuff_collect
413.95 -6.68 wingbuff_collect
414.26 -6.68 wingbuff_collect
407.88 -6.66 wingbuff_collect
411.39 -6.62 wingbuff_collect
416.71 -6.62 wingbuff_collect
414.4 -6.53 wingbuff_collect
415.48 -6.49 wingbuff_collect
415.11 -6.44 wingbuff_collect
415.32 -6.43 wingbuff_collect
415.7 -6.41 wingbuff_collect
414.5 -6.4 wingbuff_collect
414.89 -6.35 wingbuff_collect
415.23 -6.33 wingbuff_collect
410.03 -6.32 wingbuff_collect
414.82 -6.31 wingbuff_collect
412.06 -6.29 wingbuff_collect
415.04 -6.29 wingbuff_collect
412.49 -6.26 wingbuff_collect
414.04 -6.25 wingbuff_collect
407.52 -6.23 wingbuff_collect
405.52 -6.2 wingbuff_collect
413.41 -6.17 wingbuff_collect
412.11 -6.15 wingbuff_collect
416.74 -6.14 wingbuff_collect
411.02 -6.12 wingbuff_collect
414.9 -6.08 wingbuff_collect
410.07 -6.0 wingbuff_collect
414.31 -5.97 wingbuff_collect
410.64 -5.89 wingbuff_collect
413.81 -5.89 wingbuff_collect
414.76 -5.87 wingbuff_collect
415.8 -4.98 wingbuff_collect
413.25 -4.69 wingbuff_collect
415.39 -4.58 wingbuff_collect
412.96 -3.88 wingbuff_collect
414.1 -3.87 wingbuff_collect
415.22 -3.86 wingbuff_collect
413.11 -3.68 wingbuff_collect
414.63 -3.08 wingbuff_collect
400.17 1.35 wingbuff_collect
383.73 8.58 wingbuff_collect
329.11 20.84 wingbuff_collect
115.82 27.31 wingbuff_collect
115.79 28.49 wingbuff_collect
110.27 32.4 wingbuff_collect
109.05 33.9 wingbuff_collect
108.95 34.45 wingbuff_collect
109.07 35.02 wingbuff_collect
91.23 35.28 wingbuff_collect
112.68 37.98 wingbuff_collect
108.67 38.04 wingbuff_collect
106.84 38.64 wingbuff_collect
106.26 38.78 wingbuff_collect
116.14 39.06 wingbuff_collect
112.56 39.09 wingbuff_collect
113.41 39.2 wingbuff_collect
110.06 39.82 wingbuff_collect
108.13 41.53 wingbuff_collect
112.08 42.12 wingbuff_collect
108.3 42.18 wingbuff_collect
108.56 42.37 wingbuff_collect
111.63 42.44 wingbuff_collect
112.84 42.92 wingbuff_collect
112.78 43.67 wingbuff_collect
109.16 44.23 wingbuff_collect
113.39 44.89 wingbuff_collect
107.39 46.59 wingbuff_collect
108.24 46.95 wingbuff_collect
107.17 47.31 wingbuff_collect
105.89 47.46 wingbuff_collect
106.65 47.71 wingbuff_collect
106.99 47.77 wingbuff_collect
106.69 47.85 wingbuff_collect
107.46 47.89 wingbuff_collect
106.83 47.93 wingbuff_collect
107.2 48.03 wingbuff_collect
106.87 48.08 wingbuff_collect
107.38 48.09 wingbuff_collect
107.36 48.19 wingbuff_collect
106.97 48.22 wingbuff_collect
106.69 48.23 wingbuff_collect
107.45 48.23 wingbuff_collect
108.39 48.25 wingbuff_collect
107.83 48.29 wingbuff_collect
106.99 48.36 wingbuff_collect
107.02 48.42 wingbuff_collect
107.26 48.42 wingbuff_collect
107.29 48.48 wingbuff_collect
107.06 48.52 wingbuff_collect
107.3 48.52 wingbuff_collect
107.11 48.58 wingbuff_collect
106.81 48.6 wingbuff_collect
106.53 48.63 wingbuff_collect
106.65 48.7 wingbuff_collect
106.85 48.7 wingbuff_collect
106.57 48.71 wingbuff_collect
106.7 48.76 wingbuff_collect
106.81 48.78 wingbuff_collect
106.2 48.89 wingbuff_collect
106.17 48.91 wingbuff_collect
106.91 48.91 wingbuff_collect
106.85 48.97 wingbuff_collect
107.26 48.97 wingbuff_collect
106.96 48.99 wingbuff_collect
106.97 49.05 wingbuff_collect
107.29 49.05 wingbuff_collect
107.05 49.06 wingbuff_collect
106.92 49.07 wingbuff_collect
106.63 49.1 wingbuff_collect
106.86 49.1 wingbuff_collect
107.21 49.1 wingbuff_collect
106.65 49.14 wingbuff_collect
106.6 49.15 wingbuff_collect
106.78 49.15 wingbuff_collect
106.94 49.16 wingbuff_collect
106.99 49.16 wingbuff_collect
106.96 49.21 wingbuff_collect
106.85 49.22 wingbuff_collect
107.11 49.24 wingbuff_collect
106.93 49.26 wingbuff_collect
107.07 49.26 wingbuff_collect
106.38 49.28 wingbuff_collect
106.68 49.29 wingbuff_collect
107.17 49.29 wingbuff_collect
106.39 49.32 wingbuff_collect
106.55 49.35 wingbuff_collect
106.69 49.37 wingbuff_collect
106.69 49.37 wingbuff_collect
106.69 49.37 wingbuff_collect
106.36 49.38 wingbuff_collect
106.76 49.38 wingbuff_collect
106.45 49.39 wingbuff_collect
106.75 49.41 wingbuff_collect
105.96 49.45 wingbuff_collect
106.68 49.45 wingbuff_collect
106.28 49.46 wingbuff_collect
106.58 49.46 wingbuff_collect
106.71 49.46 wingbuff_collect
106.83 49.48 wingbuff_collect
107.02 49.49 wingbuff_collect
106.38 49.5 wingbuff_collect
106.71 49.5 wingbuff_collect
106.74 49.53 wingbuff_collect
106.74 49.61 wingbuff_collect
106.44 49.65 wingbuff_collect
108.09 49.67 wingbuff_collect
106.29 49.68 wingbuff_collect
106.11 49.69 wingbuff_collect
107.06 49.69 wingbuff_collect
106.38 49.81 wingbuff_collect
110.94 49.84 wingbuff_collect
105.87 49.98 wingbuff_collect
106.68 50.04 wingbuff_collect
106.64 50.05 wingbuff_collect
107.11 50.08 wingbuff_collect
106.83 50.11 wingbuff_collect
107.86 50.13 wingbuff_collect
107.41 50.15 wingbuff_collect
111.2 50.23 wingbuff_collect
106.25 50.43 wingbuff_collect
106.56 50.53 wingbuff_collect
106.57 50.54 wingbuff_collect
106.58 50.54 wingbuff_collect
106.61 50.54 wingbuff_collect
106.61 50.54 wingbuff_collect
106.61 50.54 wingbuff_collect
106.62 50.54 wingbuff_collect
106.62 50.54 wingbuff_collect
106.63 50.54 wingbuff_collect
106.66 50.54 wingbuff_collect
