1664339224992 1 android 168.97 100.03 -411.21 CN ping 1
1664339224993 2 iphoneos 390.5 113.21 45.25 JP ping 1
1664339224993 3 iphoneos 410.78 38.34 30.06 JP ping 1
1664339224993 4 iphoneos 71.75 28.12 345.53 IN ping 1
1664339224993 5 android 137.15 26.2 197.37 HK ping 1
1664339224993 6 android 76.7 2.49 102.07 US ping 1
1664339224993 7 iphoneos 148.7 101.58 -223.0 TW ping 1
1664339224994 8 iphoneos 129.11 66.47 -34.85 TH ping 2
1664339224994 9 android 72.45 5.01 117.43 CN ping 1
1664339224994 10 iphoneos 87.2 4.61 164.42 JP ping 1
1664339224994 11 iphoneos 117.48 1.23 312.18 TR ping 1
1664339224995 12 android 116.46 5.7 55.06 CH ping 1
1664339224995 13 iphoneos 434.22 53.5 -21.61 JP ping 1
1664339224995 14 android 150.21 91.5 -174.42 AR ping 1
1664339224995 15 iphoneos 167.99 114.85 -218.08 JP ping 1
1664339224995 16 android 59.18 0.71 418.58 CN ping 1
1664339224995 17 android 473.28 209.62 -1021.94 CN ping 1
1664339224995 18 android 312.37 65.04 45.65 ID ping 1
1664339224995 19 android 308.7 61.49 52.52 ID ping 1
1664339224995 20 android 141.33 126.45 -246.7 RU ping 1
1664339224996 21 android 388.76 121.72 -30.99 VN ping 1
1664339224996 22 nx 101.03 103.16 373.32 JP ping 1
1664339224996 23 android 187.57 33.64 173.78 MX ping 1
1664339224996 24 iphoneos 274.57 196.48 -747.22 JP ping 1
1664339224996 25 iphoneos 230.5 168.81 -579.15 US ping 1
1664339224996 26 android 389.6 123.26 -30.63 MY ping 1
1664339224996 27 nx 120.13 1.75 302.45 US ping 1
1664339224996 28 android 210.18 173.04 -198.15 JP ping 1
1664339224996 29 android 400.48 118.96 10.73 ID ping 1
1664339224997 30 android 61.7 0.75 163.59 VN ping 1
1664339224997 31 iphoneos 63.03 1.07 415.44 JP ping 1
1664339224997 32 android 214.58 149.56 -558.23 ID ping 1
1664339224997 33 android 351.13 66.23 -19.81 IT ping 1
1664339224997 34 android 56.2 2.8 201.85 HK ping 1
1664339224998 35 iphoneos 237.29 105.61 -14.26 JP ping 1
1664339224998 36 iphoneos 370.18 54.37 -13.63 TW got_wax 8
1664339224998 37 iphoneos 403.2 214.47 -857.82 JP ping 1
1664339224998 38 iphoneos 164.11 116.43 -214.61 HK ping 1
1664339224998 39 android 117.4 1.26 312.18 AR ping 1
1664339224998 40 android 303.16 194.93 -711.49 US ping 1
1664339224998 41 nx 32.03 13.63 187.32 JP ping 1
1664339224998 42 iphoneos 179.73 107.14 -478.88 TH ping 1
1664339224998 43 iphoneos 295.36 5.44 79.94 JP ping 1
1664339224998 44 iphoneos 38.0 16.68 143.77 JP ping 1
1664339224998 45 iphoneos 106.51 25.11 385.12 US ping 1
1664339224998 46 android 325.55 93.71 -196.37 CN ping 1
1664339224998 47 iphoneos 346.37 86.67 -170.4 TW ping 2
1664339224999 48 iphoneos 24.34 10.28 186.26 JP ping 1
1664339224999 49 iphoneos 237.73 168.8 -589.59 CA ping 1
1664339224999 50 iphoneos 60.48 0.93 422.1 JP ping 1
1664339226017 48 iphoneos 34.18 12.75 187.62 JP ping 1
1664339226017 49 iphoneos 242.16 169.63 -598.77 CA ping 1
1664339226017 50 iphoneos 58.94 3.33 412.51 JP ping 1
1664339226017 32 android 219.43 154.26 -566.25 ID ping 1
1664339226021 37 iphoneos 405.69 205.84 -862.38 JP ping 1
1664339226021 38 iphoneos 154.64 118.66 -212.0 HK ping 1
1664339226021 41 nx 41.86 16.0 189.01 JP ping 1
1664339226021 42 iphoneos 183.85 111.08 -487.2 TH ping 1
1664339226021 44 iphoneos 47.59 18.95 141.28 JP ping 1
1664339226021 45 iphoneos 111.1 21.72 376.62 US ping 1
1664339226021 46 android 338.55 88.05 -181.58 CN ping 2
1664339226021 47 iphoneos 340.09 88.99 -178.09 TW ping 1
1664339226023 21 android 379.81 124.63 -34.43 VN ping 1
1664339226023 23 android 197.31 31.25 172.73 MX ping 1
1664339226023 25 iphoneos 235.29 170.86 -587.71 US ping 1
1664339226023 28 android 202.29 168.43 -202.49 JP ping 1
1664339226024 8 iphoneos 130.95 69.64 -44.54 TH ping 1
1664339226028 13 iphoneos 426.49 48.24 -25.16 JP ping 1
1664339226028 14 android 147.73 84.92 -167.18 AR ping 1
1664339226028 18 android 319.34 67.93 38.93 ID ping 1
1664339226028 19 android 313.53 64.36 43.95 ID ping 1
1664339226029 5 android 133.94 25.49 187.8 HK ping 1
1664339226029 1 android 168.37 99.51 -421.33 CN ping 1
1664339226029 2 iphoneos 393.63 120.8 39.21 JP ping 1
1664339227037 3 iphoneos 410.37 38.11 20.0 JP ping 1
1664339227038 1 android 168.75 99.14 -431.56 CN ping 1
1664339227038 4 iphoneos 78.04 31.56 338.31 IN ping 1
1664339227038 6 android 86.39 4.14 103.97 US ping 1
1664339227040 8 iphoneos 134.13 75.57 -64.03 TH ping 2
1664339227040 9 android 62.43 5.01 116.82 CN ping 1
1664339227040 11 iphoneos 117.48 1.23 312.18 TR wingbuff_collect 1
1664339227043 24 iphoneos 270.44 196.63 -756.39 JP ping 1
1664339227043 25 iphoneos 240.26 173.22 -596.21 US ping 1
1664339227043 26 android 371.12 127.53 -37.1 MY ping 2
1664339227043 28 android 194.08 167.73 -208.59 JP ping 1
1664339227045 48 iphoneos 54.0 17.37 191.34 JP ping 2
1664339227045 49 iphoneos 246.91 173.18 -607.08 CA ping 1
1664339227047 35 iphoneos 247.32 106.79 -14.49 JP ping 1
1664339227047 37 iphoneos 407.36 201.77 -871.41 JP ping 1
1664339227047 39 android 117.4 1.26 312.18 AR wingbuff_collect 1
1664339227047 40 android 306.54 195.11 -721.09 US ping 1
1664339227047 41 nx 51.64 18.15 190.73 JP ping 1
1664339227047 42 iphoneos 187.91 115.8 -495.43 TH ping 1
1664339227047 43 iphoneos 289.11 3.66 72.14 JP ping 1
1664339227047 44 iphoneos 57.51 21.76 140.31 JP ping 1
1664339227047 45 iphoneos 116.37 19.22 368.34 US ping 1
1664339227047 46 android 345.41 87.12 -173.75 CN ping 1
1664339227047 47 iphoneos 333.58 91.14 -185.64 TW ping 1
1664339227048 15 iphoneos 158.04 114.42 -216.25 JP ping 1
1664339227048 19 android 321.0 67.22 37.21 ID ping 1
1664339227048 14 android 146.34 77.76 -160.23 AR ping 1
1664339227048 18 android 322.99 72.99 31.1 ID ping 1
1664339227050 32 android 224.34 158.45 -574.01 ID ping 1
1664339227050 33 android 356.45 59.23 -14.57 IT ping 1
1664339227050 30 android 69.94 0.69 157.87 VN ping 1
1664339227050 31 iphoneos 64.8 2.78 405.68 JP ping 1
1664339228055 26 android 361.66 126.71 -40.38 MY ping 1
1664339228055 25 iphoneos 245.39 175.53 -604.6 US ping 1
1664339228055 21 android 370.17 126.61 -37.29 VN ping 1
1664339228055 23 android 207.17 29.48 172.37 MX ping 1
1664339228055 24 iphoneos 266.46 196.09 -765.67 JP ping 1
1664339228055 28 android 187.12 168.75 -215.94 JP ping 1
1664339228056 48 iphoneos 63.77 19.11 193.12 JP ping 1
1664339228056 49 iphoneos 251.64 178.16 -614.59 CA ping 1
1664339228057 50 iphoneos 54.19 7.8 404.91 JP ping 1
1664339228059 35 iphoneos 256.43 111.21 -15.07 JP ping 1
1664339228059 37 iphoneos 407.82 200.36 -881.34 JP ping 1
1664339228059 38 iphoneos 144.92 116.74 -210.15 HK ping 1
1664339228059 40 android 310.93 195.16 -730.29 US ping 1
1664339228059 41 nx 61.59 20.18 192.5 JP ping 1
1664339228059 42 iphoneos 191.83 120.9 -503.49 TH ping 1
1664339228059 44 iphoneos 74.63 25.98 130.0 JP ping 2
1664339228059 46 android 351.57 84.94 -165.73 CN ping 1
1664339228059 47 iphoneos 319.76 95.32 -199.95 TW ping 2
1664339228060 13 iphoneos 418.46 43.17 -21.93 JP ping 1
1664339228060 14 android 143.76 74.91 -150.86 AR ping 1
1664339228060 15 iphoneos 148.26 113.33 -218.48 JP ping 1
1664339228060 17 android 478.26 209.9 -1030.73 CN ping 1
1664339228060 18 android 313.92 77.61 30.56 ID ping 1
1664339228060 19 android 322.36 75.19 31.3 ID ping 1
1664339228062 5 android 130.53 23.59 178.44 HK ping 1
1664339228062 1 android 170.12 97.23 -441.31 CN ping 1
1664339228062 2 iphoneos 397.98 122.5 30.21 JP ping 1
1664339228062 3 iphoneos 409.67 37.3 9.99 JP ping 1
1664339228062 7 iphoneos 150.39 102.82 -232.84 TW ping 1
1664339228063 8 iphoneos 136.67 81.01 -83.55 TH ping 2
1664339228065 26 android 358.86 126.03 -41.35 MY chat_msg 2
1664339228065 32 android 229.66 162.42 -582.07 ID ping 1
1664339228981 36 iphoneos 366.95 54.42 -17.39 TW ping 1
1664339228981 37 iphoneos 408.59 201.03 -891.44 JP ping 1
1664339228981 38 iphoneos 139.19 111.99 -216.89 HK ping 1
1664339228981 41 nx 81.58 24.01 196.07 JP ping 2
1664339228981 43 iphoneos 283.16 5.84 64.36 JP ping 1
1664339228981 44 iphoneos 83.66 28.57 125.94 JP ping 1
1664339228981 45 iphoneos 121.99 20.09 359.92 US ping 1
1664339228981 46 android 357.19 82.47 -157.32 CN ping 1
1664339228981 47 iphoneos 312.24 97.22 -206.5 TW ping 1
1664339228982 5 android 127.03 23.12 168.98 HK ping 1
1664339228982 4 iphoneos 84.6 30.11 330.82 IN ping 1
1664339228982 1 android 172.51 90.1 -448.04 CN ping 1
1664339228982 30 android 80.08 2.03 158.08 VN ping 1
1664339228982 32 android 235.2 166.15 -590.33 ID ping 1
1664339228983 31 iphoneos 70.31 4.87 397.5 JP ping 1
1664339228983 25 iphoneos 255.83 179.25 -621.67 US ping 2
1664339228983 21 android 360.24 125.47 -40.91 VN ping 1
1664339228983 26 android 352.4 124.26 -43.59 MY ping 1
1664339228983 23 android 216.83 26.61 172.04 MX ping 1
1664339228983 24 iphoneos 264.71 202.95 -773.13 JP ping 1
1664339228986 8 iphoneos 137.69 83.53 -93.23 TH ping 1
1664339228986 48 iphoneos 73.72 21.27 194.88 JP ping 1
1664339228986 49 iphoneos 256.53 180.66 -623.02 CA ping 1
